"lang"
{
"Language"	"danish"
"Backpack_SortBy_Class"	"Sorter efter klasse"
"[english]Backpack_SortBy_Class"	"Sort by Class"
"Backpack_SortBy_Slot"	"Sorter efter udstyrsposition"
"[english]Backpack_SortBy_Slot"	"Sort by Loadout Slot"
"ItemTypeDesc"	"Niveau %s1 %s2"
"[english]ItemTypeDesc"	"Level %s1 %s2"
"of"	"af"
"[english]of"	"of"
"CraftPack"	"Smedeområde"
"[english]CraftPack"	"Crafting Area"
"CraftBegin"	"Smed..."
"[english]CraftBegin"	"Craft..."
"CraftConfirm"	"Smed det!"
"[english]CraftConfirm"	"Craft It!"
"CraftRecipe"	"Kendte planer"
"[english]CraftRecipe"	"Known Blueprints"
"CraftStep1"	"Vælg, hvilke genstande du vil smede"
"[english]CraftStep1"	"Select items to craft"
"CraftStep2"	"Dobbeltklik eller træk genstande herhen"
"[english]CraftStep2"	"Double-click or drag items here"
"CraftStep3"	"Tryk på Smed for at bruge denne plan."
"[english]CraftStep3"	"Hit Craft to use this blueprint."
"CraftStep3B"	"Vælg den plan, du ønsker at bruge."
"[english]CraftStep3B"	"Select the blueprint you want to use."
"CraftStep4"	"Klik, når du er klar til at smede"
"[english]CraftStep4"	"Click when ready to craft"
"CraftViewRecipes"	"Se alle kendte planer"
"[english]CraftViewRecipes"	"View all known blueprints"
"CraftNoMatch"	"Der er ingen planer, der passer"
"[english]CraftNoMatch"	"No matching blueprint"
"CraftNoknownRecipes"	"Ingen kendte planer."
"[english]CraftNoknownRecipes"	"No blueprints known."
"CraftTryYourLuck"	"Tryk på Smed for at prøve lykken."
"[english]CraftTryYourLuck"	"Hit Craft to try your luck."
"CraftReady"	"Du har de genstande, der kræves til denne plan.
Klik på fluebenet for at flytte genstandene hen til smedeområdet."
"[english]CraftReady"	"You have the items needed for this blueprint.
Click the check to move the items into the craft area."
"CraftUpdate_Start"	"Smedearbejde"
"[english]CraftUpdate_Start"	"Crafting"
"CraftUpdate_Success"	"Smedearbejdet lykkedes!"
"[english]CraftUpdate_Success"	"Crafting Succeeded!"
"CraftUpdate_NoMatch"	"Smedearbejdet mislykkedes:

Der er ingen planer, der passer."
"[english]CraftUpdate_NoMatch"	"Crafting failed:

No matching blueprint."
"CraftUpdate_Failed"	"Smedearbejdet mislykkedes:

Der er ingen forbindelse til smedeserveren."
"[english]CraftUpdate_Failed"	"Crafting failed:

Craft server is unavailable."
"NewRecipeFound"	"Ny plan fundet!"
"[english]NewRecipeFound"	"New Blueprint Found!"
"RT_MP_A"	"Smelt %s1"
"[english]RT_MP_A"	"Smelt %s1"
"RT_C_A"	"Kombiner %s1"
"[english]RT_C_A"	"Combine %s1"
"RT_F_A"	"Skab %s1"
"[english]RT_F_A"	"Fabricate %s1"
"RT_R_A"	"Genskab %s1"
"[english]RT_R_A"	"Rebuild %s1"
"RDI_AB"	"Kræver: %s1 %s2"
"[english]RDI_AB"	"Requires: %s1 %s2"
"RDI_ABC"	"Kræver: %s1 %s2 %s3"
"[english]RDI_ABC"	"Requires: %s1 %s2 %s3"
"RDO_AB"	"Producerer: %s1 %s2"
"[english]RDO_AB"	"Produces: %s1 %s2"
"RDO_ABC"	"Producerer: %s1 %s2 %s3"
"[english]RDO_ABC"	"Produces: %s1 %s2 %s3"
"RI_Pi"	"af det samme primære våben"
"[english]RI_Pi"	"of the same primary weapon"
"RI_Pp"	"primære våben"
"[english]RI_Pp"	"primary weapons"
"RI_P"	"primært våben"
"[english]RI_P"	"primary weapon"
"RI_Ic"	"genstande anvendt af den samme klasse"
"[english]RI_Ic"	"items used by the same class"
"RI_Wc"	"våben anvendt af den samme klasse"
"[english]RI_Wc"	"weapons used by the same class"
"RI_Is"	"genstande valgt i den samme udstyrsposition"
"[english]RI_Is"	"items equipped in the same loadout slot"
"RI_Ws"	"våben valgt i den samme udstyrsposition"
"[english]RI_Ws"	"weapons equipped in the same loadout slot"
"RI_Si"	"af det samme sekundære våben"
"[english]RI_Si"	"of the same secondary weapon"
"RI_Sp"	"sekundære våben"
"[english]RI_Sp"	"secondary weapons"
"RI_S"	"sekundært våben"
"[english]RI_S"	"secondary weapon"
"RI_Mi"	"af det samme nærkampsvåben"
"[english]RI_Mi"	"of the same melee weapon"
"RI_Mp"	"nærkampsvåben"
"[english]RI_Mp"	"melee weapons"
"RI_M"	"nærkampsvåben"
"[english]RI_M"	"melee weapon"
"RI_Hi"	"af den samme hovedbeklædning"
"[english]RI_Hi"	"of the same piece of headwear"
"RI_Hp"	"hovedbeklædning"
"[english]RI_Hp"	"pieces of headwear"
"RI_H"	"hovedbeklædning"
"[english]RI_H"	"piece of headwear"
"RD_RND"	"tilfældig"
"[english]RD_RND"	"random"
"RI_Cw"	"klassespecifikke våben"
"[english]RI_Cw"	"class weapons"
"RI_Ch"	"klassespecifikt hovedudstyr"
"[english]RI_Ch"	"class headgear"
"RI_Aw"	"primært våben, sekundært våben og nærkampsvåben"
"[english]RI_Aw"	"primary, secondary, and melee weapon"
"RI_FAC"	"fra en klasse"
"[english]RI_FAC"	"of a class"
"RI_Hg"	"hovedudstyr"
"[english]RI_Hg"	"headgear"
"RI_Cs"	"klassespecifikt"
"[english]RI_Cs"	"class specific"
"RI_CTc"	", 1 klasse-emblem"
"[english]RI_CTc"	", 1 Class Token"
"RI_STc"	", 1 position-emblem"
"[english]RI_STc"	", 1 Slot Token"
"RI_W"	"våben"
"[english]RI_W"	"weapon"
"RI_Mcp"	"diverse ting"
"[english]RI_Mcp"	"miscellaneous items"
"RI_Mci"	"af de samme diverse ting"
"[english]RI_Mci"	"of the same misc items"
"RI_CTp"	"Klassepoletter"
"[english]RI_CTp"	"Class Tokens"
"RI_STp"	"Pladspoletter"
"[english]RI_STp"	"Slot Tokens"
"RI_Tp"	"Poletter"
"[english]RI_Tp"	"Tokens"
"CI_Bar_A"	"Metalskrot"
"[english]CI_Bar_A"	"Scrap Metal"
"CI_Bar_B"	"Genvundet metal"
"[english]CI_Bar_B"	"Reclaimed Metal"
"CI_Bar_C"	"Forædlet metal"
"[english]CI_Bar_C"	"Refined Metal"
"CI_Bar_Ap"	"Metalskrot"
"[english]CI_Bar_Ap"	"Scrap Metal"
"CI_Bar_Bp"	"Genvundet metal"
"[english]CI_Bar_Bp"	"Reclaimed Metal"
"CI_Bar_Cp"	"Forædlet metal"
"[english]CI_Bar_Cp"	"Refined Metal"
"TF_CraftItem"	"Smedegenstand"
"[english]TF_CraftItem"	"Craft Item"
"CI_T_C"	"Klasse-emblem"
"[english]CI_T_C"	"Class Token"
"CI_T_S"	"Position-emblem"
"[english]CI_T_S"	"Slot Token"
"CI_T_C_1"	"Klasse-emblem - Scout"
"[english]CI_T_C_1"	"Class Token - Scout"
"CI_T_C_2"	"Klasse-emblem - Sniper"
"[english]CI_T_C_2"	"Class Token - Sniper"
"CI_T_C_3"	"Klasse-emblem - Soldier"
"[english]CI_T_C_3"	"Class Token - Soldier"
"CI_T_C_4"	"Klasse-emblem - Demoman"
"[english]CI_T_C_4"	"Class Token - Demoman"
"CI_T_C_5"	"Klasse-emblem - Heavy"
"[english]CI_T_C_5"	"Class Token - Heavy"
"CI_T_C_6"	"Klasse-emblem - Medic"
"[english]CI_T_C_6"	"Class Token - Medic"
"CI_T_C_7"	"Klasse-emblem - Pyro"
"[english]CI_T_C_7"	"Class Token - Pyro"
"CI_T_C_8"	"Klasse-emblem - Spy"
"[english]CI_T_C_8"	"Class Token - Spy"
"CI_T_C_9"	"Klasse-emblem - Engineer"
"[english]CI_T_C_9"	"Class Token - Engineer"
"CI_T_S_1"	"Position-emblem - Primær"
"[english]CI_T_S_1"	"Slot Token - Primary"
"CI_T_S_2"	"Position-emblem - Sekundær"
"[english]CI_T_S_2"	"Slot Token - Secondary"
"CI_T_S_3"	"Position-emblem - Nærkamp"
"[english]CI_T_S_3"	"Slot Token - Melee"
"CI_T_S_4"	"Position-emblem - Granat"
"[english]CI_T_S_4"	"Slot Token - Grenade"
"CI_T_S_5"	"Position-emblem - Bygning"
"[english]CI_T_S_5"	"Slot Token - Building"
"CI_T_S_6"	"Position-emblem - PDA"
"[english]CI_T_S_6"	"Slot Token - PDA"
"CI_T_S_7"	"Position-emblem - PDA2"
"[english]CI_T_S_7"	"Slot Token - PDA2"
"CI_T_S_8"	"Position-emblem - Hoved"
"[english]CI_T_S_8"	"Slot Token - Head"
"TF_CraftItem_Token_C_Desc"	"Anvendes til at angive en klasse i planer"
"[english]TF_CraftItem_Token_C_Desc"	"Used to specify a class in blueprints"
"TF_CraftItem_Token_S_Desc"	"Anvendes til at angive en udstyrsposition i planer"
"[english]TF_CraftItem_Token_S_Desc"	"Used to specify a loadout slot in blueprints"
"Attrib_ClipSize_Positive"	"+%s1% magasinstørrelse"
"[english]Attrib_ClipSize_Positive"	"+%s1% clip size"
"Attrib_ClipSize_Negative"	"%s1% magasinstørrelse"
"[english]Attrib_ClipSize_Negative"	"%s1% clip size"
"Attrib_UberchargeRate_Positive"	"+%s1% ÜberCharge-hastighed"
"[english]Attrib_UberchargeRate_Positive"	"+%s1% ÜberCharge rate"
"Attrib_UberchargeRate_Negative"	"%s1% ÜberCharge-hastighed"
"[english]Attrib_UberchargeRate_Negative"	"%s1% ÜberCharge rate"
"Attrib_DamageDone_Positive"	"+%s1% forårsaget skade"
"[english]Attrib_DamageDone_Positive"	"+%s1% damage done"
"Attrib_DamageDone_Negative"	"%s1% forårsaget skade"
"[english]Attrib_DamageDone_Negative"	"%s1% damage done"
"Attrib_HealRate_Positive"	"+%s1% helbredelseshastighed"
"[english]Attrib_HealRate_Positive"	"+%s1% heal rate"
"Attrib_HealRate_Negative"	"%s1% helbredelseshastighed"
"[english]Attrib_HealRate_Negative"	"%s1% heal rate"
"Attrib_FireRate_Positive"	"+%s1% hurtigere affyringshastighed"
"[english]Attrib_FireRate_Positive"	"+%s1% faster firing speed"
"Attrib_FireRate_Negative"	"%s1% langsommere affyringshastighed"
"[english]Attrib_FireRate_Negative"	"%s1% slower firing speed"
"Attrib_OverhealAmount_Positive"	"+%s1% mere maks. overheal"
"[english]Attrib_OverhealAmount_Positive"	"+%s1% more max overheal"
"Attrib_OverhealDecay_Disabled"	"Overheal-bonus mistes ikke"
"[english]Attrib_OverhealDecay_Disabled"	"Overheal bonus doesn't decay"
"Attrib_OverhealDecay_Positive"	"+%s1% længere overheal-tid"
"[english]Attrib_OverhealDecay_Positive"	"+%s1% longer overheal time"
"Attrib_OverhealDecay_Negative"	"%s1% kortere overheal-tid"
"[english]Attrib_OverhealDecay_Negative"	"%s1% shorter overheal time"
"Attrib_HealOnHit_Positive"	"Ved træffer: +%s1 helbred"
"[english]Attrib_HealOnHit_Positive"	"On Hit: +%s1 health"
"Attrib_HealOnHit_Negative"	"Ved træffer: %s1 helbred"
"[english]Attrib_HealOnHit_Negative"	"On Hit: %s1 health"
"Attrib_CritChance_Positive"	"+%s1 chance for kritisk skade"
"[english]Attrib_CritChance_Positive"	"+%s1 critical hit chance"
"Attrib_CritChance_Negative"	"%s1 chance for kritisk skade"
"[english]Attrib_CritChance_Negative"	"%s1 critical hit chance"
"Attrib_CritChance_Disabled"	"Ingen tilfældig kritisk skade"
"[english]Attrib_CritChance_Disabled"	"No random critical hits"
"Attrib_AddUber_OnHit_Positive"	"Ved træffer: %s1% ÜberCharge tilføjet"
"[english]Attrib_AddUber_OnHit_Positive"	"On Hit: %s1% ÜberCharge added"
"Attrib_Medigun_CritBoost"	"ÜberCharge giver 100% chance for kritisk skade"
"[english]Attrib_Medigun_CritBoost"	"ÜberCharge grants 100% critical chance"
"Attrib_DamageDoneBonus_Positive"	"Ved træffer: +%s1% skadesbonus"
"[english]Attrib_DamageDoneBonus_Positive"	"On Hit: +%s1% damage bonus"
"Attrib_CritVsBurning"	"100% chance for kritisk skade mod brændende spillere"
"[english]Attrib_CritVsBurning"	"100% critical hit vs burning players"
"Attrib_DmgPenaltyVsNonBurning"	"%s1% skade mod ikke-brændende spillere"
"[english]Attrib_DmgPenaltyVsNonBurning"	"%s1% damage vs non-burning players"
"Attrib_NoCritVsNonBurning"	"Ingen kritisk skade mod ikke-brændende spillere"
"[english]Attrib_NoCritVsNonBurning"	"No critical hits vs non-burning players"
"Attrib_ModFlamethrowerPush"	"Ingen trykluft"
"[english]Attrib_ModFlamethrowerPush"	"No compression blast"
"Attrib_ModFlamethrower_BackCrits"	"100% chance for kritisk skade bagfra"
"[english]Attrib_ModFlamethrower_BackCrits"	"100% critical hits from behind"
"Attrib_MaxHealth_Positive"	"+%s1 maks. helbred for bærer"
"[english]Attrib_MaxHealth_Positive"	"+%s1 max health on wearer"
"Attrib_MaxHealth_Negative"	"%s1 maks. helbred for bærer"
"[english]Attrib_MaxHealth_Negative"	"%s1 max health on wearer"
"Attrib_FistsHaveRadialBuff"	"Ved drab: +50 helbredspoint til holdkammerater i nærheden
Ved drab: +10% chance for kritisk skade til holdkammerater i nærheden"
"[english]Attrib_FistsHaveRadialBuff"	"On Kill: +50 health on nearby teammates
On Kill: +10% Crit Chance on nearby teammates"
"Attrib_CritBoost_OnKill"	"Ved drab: 100% chance for kritisk skade i %s1 sekunder"
"[english]Attrib_CritBoost_OnKill"	"On Kill: %s1 seconds of 100% critical chance"
"Attrib_Slow_Enemy_OnHit"	"Ved træffer: %s1% chance for at nedsætte målets hastighed"
"[english]Attrib_Slow_Enemy_OnHit"	"On Hit: %s1% chance to slow target"
"Attrib_CloakMeterConsumeRate"	"+%s1% aftapningshastighed for usynlighed"
"[english]Attrib_CloakMeterConsumeRate"	"+%s1% cloak drain rate"
"Attrib_CloakMeterRegenRate"	"+%s1% regenereringshastighed for usynlighed"
"[english]Attrib_CloakMeterRegenRate"	"+%s1% cloak regen rate"
"Attrib_Spread_Negative"	"%s1% mindre nøjagtig"
"[english]Attrib_Spread_Negative"	"%s1% less accurate"
"Attrib_Spread_Positive"	"%s1% mere nøjagtig"
"[english]Attrib_Spread_Positive"	"%s1% more accurate"
"Attrib_BatLaunchesBalls"	"Dette bat slår en hård, lammende bold"
"[english]Attrib_BatLaunchesBalls"	"This bat knocks out a mean stun ball"
"Attrib_DmgPenaltyVsNonStunned"	"%s1% skade mod ikke-lammede spillere"
"[english]Attrib_DmgPenaltyVsNonStunned"	"%s1% damage vs non-stunned players"
"Attrib_ZoomSpeedMod_Disabled"	"Ingen bevægelseshastighedsstraf pga. zoom"
"[english]Attrib_ZoomSpeedMod_Disabled"	"No move speed penalty from zoom"
"Attrib_SniperCharge_Per_Sec"	"+%s1% charge-hastighed"
"[english]Attrib_SniperCharge_Per_Sec"	"+%s1% charge rate"
"Attrib_SniperNoHeadshots"	"Ingen hovedskud"
"[english]Attrib_SniperNoHeadshots"	"No headshots"
"Attrib_Scattergun_HasKnockback"	"Tilbageslag på målet og skytten"
"[english]Attrib_Scattergun_HasKnockback"	"Knockback on the target and shooter"
"Attrib_BulletsPerShot_Bonus"	"+%s1% kugler pr. skud"
"[english]Attrib_BulletsPerShot_Bonus"	"+%s1% bullets per shot"
"Attrib_SniperZoom_Penalty"	"%s1% reduktion af zoom"
"[english]Attrib_SniperZoom_Penalty"	"%s1% zoom reduction"
"Attrib_SniperNoCharge"	"Ingen zoom eller skadesmåler"
"[english]Attrib_SniperNoCharge"	"No zoom or damage charge"
"Attrib_CloakIsFeignDeath"	"Forklædningstype: spil død"
"[english]Attrib_CloakIsFeignDeath"	"Cloak Type: Feign Death"
"Attrib_CloakIsMovementBased"	"Forklædningstype: bevægelsesfølsom"
"[english]Attrib_CloakIsMovementBased"	"Cloak Type: Motion Sensitive"
"Attrib_NoDoubleJump"	"Deaktiverer dobbelthop for bæreren"
"[english]Attrib_NoDoubleJump"	"Disables double jump on wearer"
"Attrib_AbsorbDmgWhileCloaked"	"Absorberer %s1% skade i skjul"
"[english]Attrib_AbsorbDmgWhileCloaked"	"Absorbs %s1% damage while cloaked"
"Attrib_RevolverUseHitLocations"	"Kritisk skade ved et nøjagtigt hovedskud"
"[english]Attrib_RevolverUseHitLocations"	"Crits on an accurate headshot"
"Attrib_BackstabShield"	"Blokerer et enkelt rygstikkerforsøg"
"[english]Attrib_BackstabShield"	"Blocks a single backstab attempt"
"Attrib_MoveSpeed_Penalty"	"%s1% langsommere bevægelseshastighed for bæreren"
"[english]Attrib_MoveSpeed_Penalty"	"%s1% slower move speed on wearer"
"Attrib_Jarate_Description"	"Ramte fjender får småskader
Kan også anvendes til at slukke en ildebrand med"
"[english]Attrib_Jarate_Description"	"Coated enemies take mini-crits
Also handy for putting out a fire"
"Attrib_HealthRegen"	"+%s1 helbred regenereret pr. sekund for bæreren"
"[english]Attrib_HealthRegen"	"+%s1 health regenerated per second on wearer"
"Attrib_HealthDrain"	"%s1 helbred tappet pr. sekund for bæreren"
"[english]Attrib_HealthDrain"	"%s1 health drained per second on wearer"
"Attrib_SelfDmgPush_Increased"	"+%s1% selvskade"
"[english]Attrib_SelfDmgPush_Increased"	"+%s1% self damage force"
"Attrib_SelfDmgPush_Decreased"	"%s1% selvskade"
"[english]Attrib_SelfDmgPush_Decreased"	"%s1% self damage force"
"Attrib_DmgTaken_From_Fire_Reduced"	"+%s1% modstandsdygtighed mod flammekaster for bæreren"
"[english]Attrib_DmgTaken_From_Fire_Reduced"	"+%s1% fire damage resistance on wearer"
"Attrib_DmgTaken_From_Fire_Increased"	"%s1% sårbarhed over for flammekaster for bæreren"
"[english]Attrib_DmgTaken_From_Fire_Increased"	"%s1% fire damage vulnerability on wearer"
"Attrib_DmgTaken_From_Crit_Reduced"	"+%s1% modstandsdygtighed mod kritisk skade for bæreren"
"[english]Attrib_DmgTaken_From_Crit_Reduced"	"+%s1% critical hit damage resistance on wearer"
"Attrib_DmgTaken_From_Crit_Increased"	"%s1% sårbarhed over for kritisk skade for bæreren"
"[english]Attrib_DmgTaken_From_Crit_Increased"	"%s1% critical hit damage vulnerability on wearer"
"Attrib_DmgTaken_From_Blast_Reduced"	"+%s1% modstandsdygtighed mod eksplosioner for bæreren"
"[english]Attrib_DmgTaken_From_Blast_Reduced"	"+%s1% explosive damage resistance on wearer"
"Attrib_DmgTaken_From_Blast_Increased"	"%s1% sårbarhed over for eksplosioner for bæreren"
"[english]Attrib_DmgTaken_From_Blast_Increased"	"%s1% explosive damage vulnerability on wearer"
"Attrib_DmgTaken_From_Bullets_Reduced"	"+%s1% modstandsdygtighed mod kugler for bæreren"
"[english]Attrib_DmgTaken_From_Bullets_Reduced"	"+%s1% bullet damage resistance on wearer"
"Attrib_DmgTaken_From_Bullets_Increased"	"%s1% sårbarhed over for kugler for bæreren"
"[english]Attrib_DmgTaken_From_Bullets_Increased"	"%s1% bullet damage vulnerability on wearer"
"Attrib_CaptureValue_Increased"	"+%s1 hurtigere erobringshastighed for bæreren"
"[english]Attrib_CaptureValue_Increased"	"+%s1 capture rate on wearer"
"Attrib_HealthFromHealers_Reduced"	"%s1% helbred fra helbredere for bæreren"
"[english]Attrib_HealthFromHealers_Reduced"	"%s1% health from healers on wearer"
"Attrib_HealthFromHealers_Increased"	"+%s1% helbred fra helbredere for bæreren"
"[english]Attrib_HealthFromHealers_Increased"	"+%s1% health from healers on wearer"
"Attrib_WpnBurnDmg_Increased"	"+%s1% brandskade"
"[english]Attrib_WpnBurnDmg_Increased"	"+%s1% burn damage"
"Attrib_WpnBurnDmg_Reduced"	"%s1% brandskade"
"[english]Attrib_WpnBurnDmg_Reduced"	"%s1% burn damage"
"Attrib_WpnBurnTime_Increased"	"+%s1% brændetid"
"[english]Attrib_WpnBurnTime_Increased"	"+%s1% burn duration"
"Attrib_WpnBurnTime_Reduced"	"%s1% brændetid"
"[english]Attrib_WpnBurnTime_Reduced"	"%s1% burn duration"
"Attrib_AimingMoveSpeed_Increased"	"+%s1% hurtigere bevægelseshastighed med aktiveret våben for bæreren"
"[english]Attrib_AimingMoveSpeed_Increased"	"+%s1% faster deployed movespeed on wearer"
"Attrib_MaxammoPrimary_Increased"	"+%s1% maks. primær ammunition for bæreren"
"[english]Attrib_MaxammoPrimary_Increased"	"+%s1% max primary ammo on wearer"
"Attrib_MaxammoPrimary_Reduced"	"%s1% maks. primær ammunition for bæreren"
"[english]Attrib_MaxammoPrimary_Reduced"	"%s1% max primary ammo on wearer"
"Attrib_MaxammoSecondary_Increased"	"+%s1% maks. sekundær ammunition for bæreren"
"[english]Attrib_MaxammoSecondary_Increased"	"+%s1% max secondary ammo on wearer"
"Attrib_MaxammoSecondary_Reduced"	"%s1% maks. sekundær ammunition for bæreren"
"[english]Attrib_MaxammoSecondary_Reduced"	"%s1% max secondary ammo on wearer"
"Attrib_MaxammoMetal_Increased"	"+%s1% maks. metal for bæreren"
"[english]Attrib_MaxammoMetal_Increased"	"+%s1% max metal on wearer"
"Attrib_MaxammoMetal_Reduced"	"%s1% maks. metal for bæreren"
"[english]Attrib_MaxammoMetal_Reduced"	"%s1% max metal on wearer"
"Attrib_CloakConsumeRate_Increased"	"-%s1% varighed for forklædning"
"[english]Attrib_CloakConsumeRate_Increased"	"-%s1% cloak duration"
"Attrib_CloakConsumeRate_Decreased"	"+%s1% varighed for forklædning"
"[english]Attrib_CloakConsumeRate_Decreased"	"+%s1% cloak duration"
"Attrib_CloakRegenRate_Increased"	"+%s1% regenereringshastighed for usynlighed"
"[english]Attrib_CloakRegenRate_Increased"	"+%s1% cloak regeneration rate"
"Attrib_CloakRegenRate_Decreased"	"%s1% regenereringshastighed for usynlighed"
"[english]Attrib_CloakRegenRate_Decreased"	"%s1% cloak regeneration rate"
"Attrib_MinigunSpinup_Increased"	"%s1% langsommere spin-up-tid"
"[english]Attrib_MinigunSpinup_Increased"	"%s1% slower spin up time"
"Attrib_MinigunSpinup_Decreased"	"%s1% hurtigere spin-up-tid"
"[english]Attrib_MinigunSpinup_Decreased"	"%s1% faster spin up time"
"Attrib_MaxPipebombs_Increased"	"+%s1 maks. rørbomber lagt ud"
"[english]Attrib_MaxPipebombs_Increased"	"+%s1 max pipebombs out"
"Attrib_MaxPipebombs_Decreased"	"%s1 maks. rørbomber lagt ud"
"[english]Attrib_MaxPipebombs_Decreased"	"%s1 max pipebombs out"
"Attrib_SRifleChargeRate_Increased"	"%s1% hurtigere opladning af energi"
"[english]Attrib_SRifleChargeRate_Increased"	"%s1% faster power charge"
"Attrib_SRifleChargeRate_Decreased"	"%s1% langsommere opladning af energi"
"[english]Attrib_SRifleChargeRate_Decreased"	"%s1% slower power charge"
"Attrib_ConstructionRate_Increased"	"%s1% hurtigere byggehastighed"
"[english]Attrib_ConstructionRate_Increased"	"%s1% faster construction rate"
"Attrib_ConstructionRate_Decreased"	"%s1% langsommere byggehastighed"
"[english]Attrib_ConstructionRate_Decreased"	"%s1% slower construction rate"
"Attrib_RepairRate_Increased"	"%s1% hurtigere reparationshastighed"
"[english]Attrib_RepairRate_Increased"	"%s1% faster repair rate"
"Attrib_RepairRate_Decreased"	"%s1% langsommere reparationshastighed"
"[english]Attrib_RepairRate_Decreased"	"%s1% slower repair rate"
"Attrib_ReloadTime_Increased"	"%s1% langsommere genladningstid"
"[english]Attrib_ReloadTime_Increased"	"%s1% slower reload time"
"Attrib_ReloadTime_Decreased"	"%s1% hurtigere genladningstid"
"[english]Attrib_ReloadTime_Decreased"	"%s1% faster reload time"
"Attrib_BlastRadius_Increased"	"+%s1% eksplosionsradius"
"[english]Attrib_BlastRadius_Increased"	"+%s1% explosion radius"
"Attrib_BlastRadius_Decreased"	"%s1% eksplosionsradius"
"[english]Attrib_BlastRadius_Decreased"	"%s1% explosion radius"
"Attrib_ProjectileRange_Increased"	"+%s1% projektilrækkevidde"
"[english]Attrib_ProjectileRange_Increased"	"+%s1% projectile range"
"Attrib_ProjectileRange_Decreased"	"%s1% projektilrækkevidde"
"[english]Attrib_ProjectileRange_Decreased"	"%s1% projectile range"
"Attrib_ProjectileSpeed_Increased"	"+%s1% projektilhastighed"
"[english]Attrib_ProjectileSpeed_Increased"	"+%s1% projectile speed"
"Attrib_ProjectileSpeed_Decreased"	"%s1% projektilhastighed"
"[english]Attrib_ProjectileSpeed_Decreased"	"%s1% projectile speed"
"Attrib_OverhealAmount_Negative"	"%s1% mindre maks. overheal"
"[english]Attrib_OverhealAmount_Negative"	"%s1% less max overheal"
"Attrib_MoveSpeed_Bonus"	"+%s1% hurtigere bevægelseshastighed for bæreren"
"[english]Attrib_MoveSpeed_Bonus"	"+%s1% faster move speed on wearer"
"Attrib_HealthFromPacks_Increased"	"+%s1% helbred fra pakker for bæreren"
"[english]Attrib_HealthFromPacks_Increased"	"+%s1% health from packs on wearer"
"Attrib_HealthFromPacks_Decreased"	"%s1% helbred fra pakker for bæreren"
"[english]Attrib_HealthFromPacks_Decreased"	"%s1% health from packs on wearer"
"Attrib_AmmoRegen"	"+%s1% ammunition regenereres hvert 5. sekund for bæreren"
"[english]Attrib_AmmoRegen"	"+%s1% ammo regenerated every 5 seconds on wearer"
"Attrib_MetalRegen"	"+%s1 metal regenereres hvert 5. sekund for bæreren"
