"lang"
{
"Language"	"tchinese"
"[english]TF_SOLDIER_KILL_TAUNT_DESC"	"Use a grenade to gib a player."
"TF_SOLDIER_DESTROY_SENTRY_OUT_OF_RANGE_NAME"	"謎之槍"
"[english]TF_SOLDIER_DESTROY_SENTRY_OUT_OF_RANGE_NAME"	"Guns of the Navar0wned"
"TF_SOLDIER_DESTROY_SENTRY_OUT_OF_RANGE_DESC"	"你站在 Engineer 步哨的射程範圍外，卻摧毀 5 座 Engineer 步哨。"
"[english]TF_SOLDIER_DESTROY_SENTRY_OUT_OF_RANGE_DESC"	"Kill 5 Engineer sentries while you are standing outside of their range."
"TF_SOLDIER_KILL_SNIPER_WHILE_DEAD_NAME"	"同歸於盡"
"[english]TF_SOLDIER_KILL_SNIPER_WHILE_DEAD_NAME"	"Mutually Assured Destruction"
"TF_SOLDIER_KILL_SNIPER_WHILE_DEAD_DESC"	"在敵方 Sniper 殺了你之後，以火箭殺死對方。"
"[english]TF_SOLDIER_KILL_SNIPER_WHILE_DEAD_DESC"	"Kill an enemy sniper with a rocket after he kills you."
"TF_SOLDIER_KILL_AIRBORNE_TARGET_WHILE_AIRBORNE_NAME"	"榮光之翼"
"[english]TF_SOLDIER_KILL_AIRBORNE_TARGET_WHILE_AIRBORNE_NAME"	"Wings of Glory"
"TF_SOLDIER_KILL_AIRBORNE_TARGET_WHILE_AIRBORNE_DESC"	"你和對方都在空中時，殺死敵方 Soldier。"
"[english]TF_SOLDIER_KILL_AIRBORNE_TARGET_WHILE_AIRBORNE_DESC"	"Kill an enemy soldier while both you and the target are airborne."
"TF_SOLDIER_KILL_ENGY_NAME"	"Engineer 不死"
"[english]TF_SOLDIER_KILL_ENGY_NAME"	"Engineer to Eternity"
"TF_SOLDIER_KILL_ENGY_DESC"	"在 Engineer 修復遭敵火攻擊的步哨防禦槍時殺死他。"
"[english]TF_SOLDIER_KILL_ENGY_DESC"	"Kill an Engineer as he repairs his sentry gun while it's under enemy fire."
"TF_SOLDIER_NEMESIS_SHOVEL_KILL_NAME"	"壕溝挖土戰"
"[english]TF_SOLDIER_NEMESIS_SHOVEL_KILL_NAME"	"Trench Warfare"
"TF_SOLDIER_NEMESIS_SHOVEL_KILL_DESC"	"用鐵鍬坑殺你的復仇者。"
"[english]TF_SOLDIER_NEMESIS_SHOVEL_KILL_DESC"	"Kill your nemesis with a shovel."
"TF_SOLDIER_DESTROY_STICKIES_NAME"	"炸彈新兵"
"[english]TF_SOLDIER_DESTROY_STICKIES_NAME"	"Bomb Squaddie"
"TF_SOLDIER_DESTROY_STICKIES_DESC"	"只用一條命便以散彈槍摧毀 10 個黏性炸彈。"
"[english]TF_SOLDIER_DESTROY_STICKIES_DESC"	"Destroy 10 sticky bombs with the shotgun in a single life."
"TF_SOLDIER_CROUCH_ROCKET_JUMP_NAME"	"遨翔天際"
"[english]TF_SOLDIER_CROUCH_ROCKET_JUMP_NAME"	"Where Eagles Dare"
"TF_SOLDIER_CROUCH_ROCKET_JUMP_DESC"	"使用蹲跳，跳出最高的火箭跳躍。"
"[english]TF_SOLDIER_CROUCH_ROCKET_JUMP_DESC"	"Get the highest possible rocket jump using jump and crouch."
"TF_SOLDIER_BUFF_FRIENDS_NAME"	"眾志成城"
"[english]TF_SOLDIER_BUFF_FRIENDS_NAME"	"Banner of Brothers"
"TF_SOLDIER_BUFF_FRIENDS_DESC"	"使用暗黃旗幟一次同時讓 5 名 Steam 好友爆氣。"
"[english]TF_SOLDIER_BUFF_FRIENDS_DESC"	"Buff 5 steam friends at once with the Buff Banner."
"TF_SOLDIER_KILL_TWENTY_FROM_ABOVE_NAME"	"嘯鷹"
"[english]TF_SOLDIER_KILL_TWENTY_FROM_ABOVE_NAME"	"Screamin' Eagle"
"TF_SOLDIER_KILL_TWENTY_FROM_ABOVE_DESC"	"從空中殺死 20 名敵人。"
"[english]TF_SOLDIER_KILL_TWENTY_FROM_ABOVE_DESC"	"Kill 20 enemies from above."
"TF_SOLDIER_SHOOT_MULT_CRITS_NAME"	"爆擊火箭無路用"
"[english]TF_SOLDIER_SHOOT_MULT_CRITS_NAME"	"Crockets Are Such B.S."
"TF_SOLDIER_SHOOT_MULT_CRITS_DESC"	"連續射中兩發未加速的爆擊火箭。"
"[english]TF_SOLDIER_SHOOT_MULT_CRITS_DESC"	"Shoot two non-boosted crit rockets in a row."
"TF_SOLDIER_KILL_DEFENSELESS_NAME"	"踐踏日內瓦協議"
"[english]TF_SOLDIER_KILL_DEFENSELESS_NAME"	"Geneva Contravention"
"TF_SOLDIER_KILL_DEFENSELESS_DESC"	"在單一競賽結束後，殺死 5 名無防備能力的玩家。"
"[english]TF_SOLDIER_KILL_DEFENSELESS_DESC"	"Kill 5 defenseless players after a single match has ended."
"TF_SOLDIER_KILL_ON_FIRE_NAME"	"烤肉串"
"[english]TF_SOLDIER_KILL_ON_FIRE_NAME"	"Semper Fry"
"TF_SOLDIER_KILL_ON_FIRE_DESC"	"著火時殺死 20 名 敵人。"
"[english]TF_SOLDIER_KILL_ON_FIRE_DESC"	"Kill 20 enemies while you are on fire."
"TF_SOLDIER_KILL_FIVE_STUNNED_NAME"	"暈頭轉向"
"[english]TF_SOLDIER_KILL_FIVE_STUNNED_NAME"	"The Longest Daze"
"TF_SOLDIER_KILL_FIVE_STUNNED_DESC"	"殺死 5 名暈眩的敵人。"
"[english]TF_SOLDIER_KILL_FIVE_STUNNED_DESC"	"Kill 5 stunned players."
"TF_SOLDIER_FREEZECAM_GIBS_NAME"	"血！血！血！"
"[english]TF_SOLDIER_FREEZECAM_GIBS_NAME"	"Gore-a! Gore-a! Gore-a!"
"TF_SOLDIER_FREEZECAM_GIBS_DESC"	"送敵人一張你嘲笑他們 3 個屍體部位的畫面快照。"
"[english]TF_SOLDIER_FREEZECAM_GIBS_DESC"	"Provide the enemy with a freezecam of you taunting over 3 of their body parts."
"TF_SOLDIER_KILL_SPY_KILLER_NAME"	"揪出戰犯"
"[english]TF_SOLDIER_KILL_SPY_KILLER_NAME"	"War Crime Spybunal"
"TF_SOLDIER_KILL_SPY_KILLER_DESC"	"殺死一名剛剛背刺隊友的 Spy。"
"[english]TF_SOLDIER_KILL_SPY_KILLER_DESC"	"Kill a Spy who just backstabbed a teammate."
"TF_SOLDIER_DEFEND_CAP_THIRTY_TIMES_NAME"	"漢堡之丘"
"[english]TF_SOLDIER_DEFEND_CAP_THIRTY_TIMES_NAME"	"Hamburger Hill"
"TF_SOLDIER_DEFEND_CAP_THIRTY_TIMES_DESC"	"守住佔領據點 30 次。"
"[english]TF_SOLDIER_DEFEND_CAP_THIRTY_TIMES_DESC"	"Defend a cap point 30 times."
"TF_SOLDIER_GIB_GRIND_NAME"	"硫磺島的英雄們"
"[english]TF_SOLDIER_GIB_GRIND_NAME"	"Frags of our Fathers"
"TF_SOLDIER_GIB_GRIND_DESC"	"炸翻 1000 人。"
"[english]TF_SOLDIER_GIB_GRIND_DESC"	"Gib 1000 people."
"TF_SOLDIER_RJ_EQUALIZER_KILL_NAME"	"完美落地"
"[english]TF_SOLDIER_RJ_EQUALIZER_KILL_NAME"	"Duty Bound"
"TF_SOLDIER_RJ_EQUALIZER_KILL_DESC"	"進行火箭跳躍時，在落地前以十字鎬殺死敵人。"
"[english]TF_SOLDIER_RJ_EQUALIZER_KILL_DESC"	"While rocket jumping kill an enemy with the Equalizer before you land."
"TF_SOLDIER_BUFF_TEAMMATES_NAME"	"機動組男孩"
"[english]TF_SOLDIER_BUFF_TEAMMATES_NAME"	"The Boostie Boys"
"TF_SOLDIER_BUFF_TEAMMATES_DESC"	"使用暗黃旗幟並只用一條命便使 15 名隊友爆氣。"
"[english]TF_SOLDIER_BUFF_TEAMMATES_DESC"	"Buff 15 teammates with the Buff Banner in a single life."
"TF_SOLDIER_KILL_DEMOMAN_GRIND_NAME"	"死吧，該死的 Scot！"
"[english]TF_SOLDIER_KILL_DEMOMAN_GRIND_NAME"	"Out, Damned Scot!"
"TF_SOLDIER_KILL_DEMOMAN_GRIND_DESC"	"殺死 500 名敵方 Demomen"
"[english]TF_SOLDIER_KILL_DEMOMAN_GRIND_DESC"	"Kill 500 enemy Demomen"
"TF_SOLDIER_KILL_PYRO_NAME"	"浴火終結者"
"[english]TF_SOLDIER_KILL_PYRO_NAME"	"Backdraft Dodger"
"TF_SOLDIER_KILL_PYRO_DESC"	"殺死在過去 10 秒內以空壓氣流阻擋你的火箭的 Pyro。"
"[english]TF_SOLDIER_KILL_PYRO_DESC"	"Kill a Pyro who has airblasted one of your rockets in the last 10 seconds."
"TF_SOLDIER_EQUALIZER_STREAK_NAME"	"沒空流血"
"[english]TF_SOLDIER_EQUALIZER_STREAK_NAME"	"Ain't Got Time to Bleed"
"TF_SOLDIER_EQUALIZER_STREAK_DESC"	"只用一條命便以十字鎬殺死 3 名玩家，且未接受任何治療。"
"[english]TF_SOLDIER_EQUALIZER_STREAK_DESC"	"Kill 3 players with the Equalizer in a single life without being healed."
"TF_SOLDIER_KILL_WITH_EQUALIZER_WHILE_HURT_NAME"	"瀕死體驗"
"[english]TF_SOLDIER_KILL_WITH_EQUALIZER_WHILE_HURT_NAME"	"Near Death Experience"
"TF_SOLDIER_KILL_WITH_EQUALIZER_WHILE_HURT_DESC"	"於生命值小於 25 時使用十字鎬殺死 20 名敵人。"
"[english]TF_SOLDIER_KILL_WITH_EQUALIZER_WHILE_HURT_DESC"	"Kill 20 enemies with your Equalizer while you have less than 25 health."
"TF_SOLDIER_BOUNCE_THEN_SHOTGUN_NAME"	"槍聲響徹雲霄"
"[english]TF_SOLDIER_BOUNCE_THEN_SHOTGUN_NAME"	"For Whom the Shell Trolls"
"TF_SOLDIER_BOUNCE_THEN_SHOTGUN_DESC"	"以火箭將敵人彈到空中並在對方落地前以散彈槍殺光。"
"[english]TF_SOLDIER_BOUNCE_THEN_SHOTGUN_DESC"	"Bounce an opponent into the air with a rocket and then kill them with the shotgun before they land."
"TF_SOLDIER_KILL_AIRBORNE_WITH_DIRECT_HIT_NAME"	"地底死神"
"[english]TF_SOLDIER_KILL_AIRBORNE_WITH_DIRECT_HIT_NAME"	"Death From Below"
"TF_SOLDIER_KILL_AIRBORNE_WITH_DIRECT_HIT_DESC"	"使用 Direct Hit 殺死 10 名在空中的對手。"
"[english]TF_SOLDIER_KILL_AIRBORNE_WITH_DIRECT_HIT_DESC"	"Kill 10 opponents who are airborne with the Direct Hit."
"TF_SOLDIER_FREEZECAM_TAUNT_NAME"	"盡在不言中"
"[english]TF_SOLDIER_FREEZECAM_TAUNT_NAME"	"Worth a Thousand Words"
"TF_SOLDIER_FREEZECAM_TAUNT_DESC"	"送敵人一張你為他們發 21 響禮炮的畫面快照。"
"[english]TF_SOLDIER_FREEZECAM_TAUNT_DESC"	"Provide the enemy with a freezecam of your 21 gun salute."
"TF_SOLDIER_DUO_SOLDIER_KILLS_NAME"	"兄弟同心，其力斷金"
"[english]TF_SOLDIER_DUO_SOLDIER_KILLS_NAME"	"Brothers in Harms"
"TF_SOLDIER_DUO_SOLDIER_KILLS_DESC"	"助攻給其他 Soldier、或獲得其他 Soldier 的助攻，殺死 10 名敵人"
"[english]TF_SOLDIER_DUO_SOLDIER_KILLS_DESC"	"Kill 10 enemies while assisting or being assisted by another Soldier."
"TF_SOLDIER_MVP_NAME"	"榮譽勳章"
"[english]TF_SOLDIER_MVP_NAME"	"Medals of Honor"
"TF_SOLDIER_MVP_DESC"	"當選 10 次 MVP。"
"[english]TF_SOLDIER_MVP_DESC"	"Finish a round as an MVP on a team of 6 or more players 10 times."
"TF_SOLDIER_RIDE_THE_CART_NAME"	"飆風部隊"
"[english]TF_SOLDIER_RIDE_THE_CART_NAME"	"Ride of the Valkartie"
"TF_SOLDIER_RIDE_THE_CART_DESC"	"開推車 30 秒。"
"[english]TF_SOLDIER_RIDE_THE_CART_DESC"	"Ride the cart for 30 seconds."
"TF_SOLDIER_ASSIST_MEDIC_UBER_NAME"	"S*M*A*S*H"
"[english]TF_SOLDIER_ASSIST_MEDIC_UBER_NAME"	"S*M*A*S*H"
"TF_SOLDIER_ASSIST_MEDIC_UBER_DESC"	"協助 Medic 以單發 ÜberCharge 炸死 5 名敵人。"
"[english]TF_SOLDIER_ASSIST_MEDIC_UBER_DESC"	"Assist a Medic in exploding 5 enemies with a single ÜberCharge."
"TF_DEMOMAN_KILL_SOLDIER_GRIND_NAME"	"就地正法"
"[english]TF_DEMOMAN_KILL_SOLDIER_GRIND_NAME"	"Kilt in Action"
"TF_DEMOMAN_KILL_SOLDIER_GRIND_DESC"	"殺死 500 名敵方 Soldier"
"[english]TF_DEMOMAN_KILL_SOLDIER_GRIND_DESC"	"Kill 500 enemy Soldiers"
"TF_DEMOMAN_DESTROY_BUILDINGS_WITH_MEDIC_NAME"	"拆除大隊"
"[english]TF_DEMOMAN_DESTROY_BUILDINGS_WITH_MEDIC_NAME"	"Tam O'Shatter"
"TF_DEMOMAN_DESTROY_BUILDINGS_WITH_MEDIC_DESC"	"透過 Medic 的單發 ÜberCharge 摧毀 5 座敵方 Engineer 建築。"
"[english]TF_DEMOMAN_DESTROY_BUILDINGS_WITH_MEDIC_DESC"	"Destroy 5 enemy Engineer buildings during a single ÜberCharge from a Medic."
"TF_DEMOMAN_DECAPITATE_CLOAKED_SPY_NAME"	"獵頭專家"
"[english]TF_DEMOMAN_DECAPITATE_CLOAKED_SPY_NAME"	"Shorn Connery"
"TF_DEMOMAN_DECAPITATE_CLOAKED_SPY_DESC"	"將隱形 Spy 斬首。"
"[english]TF_DEMOMAN_DECAPITATE_CLOAKED_SPY_DESC"	"Decapitate a cloaked Spy."
"TF_DEMOMAN_KILL_X_WITH_DIRECTPIPE_NAME"	"命中紅心"
"[english]TF_DEMOMAN_KILL_X_WITH_DIRECTPIPE_NAME"	"Laddy Macdeth"
"TF_DEMOMAN_KILL_X_WITH_DIRECTPIPE_DESC"	"使用榴彈發射器的 Direct Hit 殺死 50 名敵人。"
"[english]TF_DEMOMAN_KILL_X_WITH_DIRECTPIPE_DESC"	"Kill 50 enemies with direct hits from the Grenade Launcher."
"TF_DEMOMAN_BOUNCE_AND_KILL_NAME"	"高空肉靶"
"[english]TF_DEMOMAN_BOUNCE_AND_KILL_NAME"	"Caber Toss"
"TF_DEMOMAN_BOUNCE_AND_KILL_DESC"	"將敵人炸飛，並在敵人落地殺死他們。"
"[english]TF_DEMOMAN_BOUNCE_AND_KILL_DESC"	"Bounce an enemy into the air and kill them before they land."
"TF_DEMOMAN_DECAPITATE_PLAYERS_NAME"	"斬立決"
"[english]TF_DEMOMAN_DECAPITATE_PLAYERS_NAME"	"Brainspotting"
"TF_DEMOMAN_DECAPITATE_PLAYERS_DESC"	"斬首 50 名敵方玩家。"
"[english]TF_DEMOMAN_DECAPITATE_PLAYERS_DESC"	"Decapitate 50 enemy players."
"TF_DEMOMAN_DECAPITATE_PLAYERS_FAST_NAME"	"惡靈 4 粒"
"[english]TF_DEMOMAN_DECAPITATE_PLAYERS_FAST_NAME"	"Left 4 Heads"
"TF_DEMOMAN_DECAPITATE_PLAYERS_FAST_DESC"	"斬首 4 名敵人，間隔不到 10 秒。"
"[english]TF_DEMOMAN_DECAPITATE_PLAYERS_FAST_DESC"	"Decapitate 4 players with only 10 seconds between each kill."
"TF_DEMOMAN_DUO_DEMOMAN_KILLS_NAME"	"相輔相成"
"[english]TF_DEMOMAN_DUO_DEMOMAN_KILLS_NAME"	"Well Plaid!"
"TF_DEMOMAN_DUO_DEMOMAN_KILLS_DESC"	"助攻給其他 Demoman、或獲得其他 Demoman 的助攻，殺死 10 名敵人"
"[english]TF_DEMOMAN_DUO_DEMOMAN_KILLS_DESC"	"Kill 10 enemies while assisting or being assisted by another Demoman."
"TF_DEMOMAN_KILL_TWO_DURING_STICKYJUMP_NAME"	"一石二鳥"
"[english]TF_DEMOMAN_KILL_TWO_DURING_STICKYJUMP_NAME"	"Double Mauled Scotch"
"TF_DEMOMAN_KILL_TWO_DURING_STICKYJUMP_DESC"	"以單發黏性炸彈殺死 2 個人。"
"[english]TF_DEMOMAN_KILL_TWO_DURING_STICKYJUMP_DESC"	"Kill 2 people in a single sticky jump."
"TF_DEMOMAN_KILL_PLAYER_AFTER_TP_NAME"	"尼斯湖炸彈客"
"[english]TF_DEMOMAN_KILL_PLAYER_AFTER_TP_NAME"	"Loch Ness Bombster"
"TF_DEMOMAN_KILL_PLAYER_AFTER_TP_DESC"	"在敵人剛傳送的 5 秒內，以黏性炸彈殺死一名敵方玩家。"
"[english]TF_DEMOMAN_KILL_PLAYER_AFTER_TP_DESC"	"Kill an enemy player with sticky bombs within 5 seconds of them teleporting."
"TF_DEMOMAN_DOMINATE_THREE_ENGINEERS_NAME"	"三人行不行"
"[english]TF_DEMOMAN_DOMINATE_THREE_ENGINEERS_NAME"	"Three Times a Laddy"
"TF_DEMOMAN_DOMINATE_THREE_ENGINEERS_DESC"	"壓制 3 名 Engineer。"
"[english]TF_DEMOMAN_DOMINATE_THREE_ENGINEERS_DESC"	"Dominate 3 Engineers."
"TF_DEMOMAN_KILL_BUILDING_DIRECT_HIT_NAME"	"誤打誤撞"
"[english]TF_DEMOMAN_KILL_BUILDING_DIRECT_HIT_NAME"	"Blind Fire"
"TF_DEMOMAN_KILL_BUILDING_DIRECT_HIT_DESC"	"使用榴彈發射器的 Direct Hit 摧毀你看不見的 Engineer 建築。"
"[english]TF_DEMOMAN_KILL_BUILDING_DIRECT_HIT_DESC"	"Destroy an Engineer building that you can't see with a direct hit from your Grenade Launcher."
"TF_DEMOMAN_MELEE_KILL_WHILE_STICKYJUMPING_NAME"	"蘇格蘭旋風"
"[english]TF_DEMOMAN_MELEE_KILL_WHILE_STICKYJUMPING_NAME"	"The Scottish Play"
"TF_DEMOMAN_MELEE_KILL_WHILE_STICKYJUMPING_DESC"	"使用黏性炸彈跳躍時以近戰方式殺死敵人。"
"[english]TF_DEMOMAN_MELEE_KILL_WHILE_STICKYJUMPING_DESC"	"Get a melee kill while sticky jumping."
"TF_DEMOMAN_KILL_ENGI_SENTRY_DISPENSER_NAME"	"偷天換日"
"[english]TF_DEMOMAN_KILL_ENGI_SENTRY_DISPENSER_NAME"	"The Argyle Sap"
"TF_DEMOMAN_KILL_ENGI_SENTRY_DISPENSER_DESC"	"引爆單發黏性炸彈，炸飛 Engineer、他的步哨防禦槍和補給器。"
"[english]TF_DEMOMAN_KILL_ENGI_SENTRY_DISPENSER_DESC"	"Blow up an Engineer, his sentry gun, and his dispenser with a single Sticky bomb detonation."
"TF_DEMOMAN_DECAPITATE_EQUALIZER_NAME"	"出草砍劈"
"[english]TF_DEMOMAN_DECAPITATE_EQUALIZER_NAME"	"Slammy Slayvis Woundya"
"TF_DEMOMAN_DECAPITATE_EQUALIZER_DESC"	"將揮舞著十字鎬的敵方 Soldier 斬首。"
"[english]TF_DEMOMAN_DECAPITATE_EQUALIZER_DESC"	"Decapitate an enemy Soldier who is brandishing the Equalizer."
"TF_DEMOMAN_DECAPITATE_NEMESIS_NAME"	"不能有你"
"[english]TF_DEMOMAN_DECAPITATE_NEMESIS_NAME"	"There Can Be Only One"
"TF_DEMOMAN_DECAPITATE_NEMESIS_DESC"	"將你的復仇者斬首。"
"[english]TF_DEMOMAN_DECAPITATE_NEMESIS_DESC"	"Decapitate your nemesis."
"TF_DEMOMAN_DAMAGE_GRIND_NAME"	"斯巴達將軍"
"[english]TF_DEMOMAN_DAMAGE_GRIND_NAME"	"Tartan Spartan"
"TF_DEMOMAN_DAMAGE_GRIND_DESC"	"達成 1 百萬點的總爆破傷害。"
"[english]TF_DEMOMAN_DAMAGE_GRIND_DESC"	"Do 1 million points of total blast damage."
"TF_DEMOMAN_KILL_X_CAPPING_ONEDET_NAME"	"防撞保險桿"
"[english]TF_DEMOMAN_KILL_X_CAPPING_ONEDET_NAME"	"Scotch Guard"
"TF_DEMOMAN_KILL_X_CAPPING_ONEDET_DESC"	"引爆一發黏性炸彈，分三次殺死 3 名佔據或推動推車的敵人。"
"[english]TF_DEMOMAN_KILL_X_CAPPING_ONEDET_DESC"	"Kill 3 enemies capping or pushing a cart in a single Stickybomb detonation 3 separate times."
"TF_DEMOMAN_KILL_X_DEFENDING_NAME"	"英勇之心"
"[english]TF_DEMOMAN_KILL_X_DEFENDING_NAME"	"Bravehurt"
"TF_DEMOMAN_KILL_X_DEFENDING_DESC"	"防守據點或推車時殺死 25 名玩家。"
"[english]TF_DEMOMAN_KILL_X_DEFENDING_DESC"	"Kill 25 players defending a capture point or cart."
"TF_DEMOMAN_DESTROY_BUILDINGS_GRIND_NAME"	"大肆破壞！"
"[english]TF_DEMOMAN_DESTROY_BUILDINGS_GRIND_NAME"	"Cry Some Moor!"
"TF_DEMOMAN_DESTROY_BUILDINGS_GRIND_DESC"	"摧毀 50 座建築。"
"[english]TF_DEMOMAN_DESTROY_BUILDINGS_GRIND_DESC"	"Destroy 50 buildings."
"TF_DEMOMAN_KILL_X_HEAVIES_FULLHP_ONEDET_NAME"	"至死方休"
"[english]TF_DEMOMAN_KILL_X_HEAVIES_FULLHP_ONEDET_NAME"	"The Stickening"
"TF_DEMOMAN_KILL_X_HEAVIES_FULLHP_ONEDET_DESC"	"引爆單發黏性炸彈，殺死 5 名滿血的 Heavy。"
"[english]TF_DEMOMAN_KILL_X_HEAVIES_FULLHP_ONEDET_DESC"	"Kill 5 Heavies from full health with a single sticky bomb detonation."
"TF_DEMOMAN_KILL_X_SCOUTS_PYROS_NAME"	"榴彈死神"
"[english]TF_DEMOMAN_KILL_X_SCOUTS_PYROS_NAME"	"Glasg0wned"
"TF_DEMOMAN_KILL_X_SCOUTS_PYROS_DESC"	"使用榴彈發射器殺死 25 名 Scout 和 Pyro。"
"[english]TF_DEMOMAN_KILL_X_SCOUTS_PYROS_DESC"	"Kill 25 Scouts and Pyros with the Grenade Launcher."
"TF_DEMOMAN_TAUNT_KILL_NAME"	"騎士精神"
"[english]TF_DEMOMAN_TAUNT_KILL_NAME"	"Scotch Tap"
"TF_DEMOMAN_TAUNT_KILL_DESC"	"使用 Eyelander 光榮地殺死敵人。"
"[english]TF_DEMOMAN_TAUNT_KILL_DESC"	"Glory in the slaughter of your enemies using the Eyelander."
"TF_DEMOMAN_CHARGE_KILL_NAME"	"衝鋒陷陣"
"[english]TF_DEMOMAN_CHARGE_KILL_NAME"	"The Targe Charge"
"TF_DEMOMAN_CHARGE_KILL_DESC"	"使用盾牌猛擊衝鋒並殺死對方。"
"[english]TF_DEMOMAN_CHARGE_KILL_DESC"	"Charge and kill someone with your shield bash."
"TF_DEMOMAN_CRIT_SWORD_KILL_NAME"	"送上西天"
"[english]TF_DEMOMAN_CRIT_SWORD_KILL_NAME"	"Beat Me Up, Scotty"
"TF_DEMOMAN_CRIT_SWORD_KILL_DESC"	"使用 Eyelander 的全滿爆擊掃除 5 名敵方玩家。"
"[english]TF_DEMOMAN_CRIT_SWORD_KILL_DESC"	"Use a critical swing with the Eyelander to kill 5 enemy players."
"TF_DEMOMAN_AIR_BURST_KILLS_NAME"	"吃炸風雲"
"[english]TF_DEMOMAN_AIR_BURST_KILLS_NAME"	"Something Stickied This Way Comes"
"TF_DEMOMAN_AIR_BURST_KILLS_DESC"	"使用空中引爆的黏性炸彈殺死 30 名對手。"
"[english]TF_DEMOMAN_AIR_BURST_KILLS_DESC"	"Kill 30 players with air burst sticky bombs."
"TF_DEMOMAN_STICKYJUMP_CAP_NAME"	"空中突襲"
"[english]TF_DEMOMAN_STICKYJUMP_CAP_NAME"	"The High Road"
"TF_DEMOMAN_STICKYJUMP_CAP_DESC"	"使用黏性炸彈跳躍跳到據點並將其佔領。"
"[english]TF_DEMOMAN_STICKYJUMP_CAP_DESC"	"Sticky jump onto a cap point and capture it."
"TF_DEMOMAN_FREEZECAM_SMILE_NAME"	"笑一個"
"[english]TF_DEMOMAN_FREEZECAM_SMILE_NAME"	"Bloody Merry"
"TF_DEMOMAN_FREEZECAM_SMILE_DESC"	"送敵人一張有你的笑臉的畫面快照。"
"[english]TF_DEMOMAN_FREEZECAM_SMILE_DESC"	"Provide an enemy player with a freeze cam of your smiling face."
"TF_DEMOMAN_FREEZECAM_RUMP_NAME"	"第二隻眼"
"[english]TF_DEMOMAN_FREEZECAM_RUMP_NAME"	"Second Eye"
"TF_DEMOMAN_FREEZECAM_RUMP_DESC"	"送敵人一張你搖屁股的畫面快照。"
"[english]TF_DEMOMAN_FREEZECAM_RUMP_DESC"	"Provide an enemy player with a freeze cam of you shaking your rump."
"TF_DEMOMAN_ENVIRONMENTAL_KILL_NAME"	"借力使力"
"[english]TF_DEMOMAN_ENVIRONMENTAL_KILL_NAME"	"He Who Celt It"
"TF_DEMOMAN_ENVIRONMENTAL_KILL_DESC"	"藉由環境外力使用黏性炸彈發射器殺死一名敵方玩家。"
"[english]TF_DEMOMAN_ENVIRONMENTAL_KILL_DESC"	"Use the Sticky Launcher to kill an enemy player via environmental damage."
"TF_DEMOMAN_DESTROY_X_STICKYBOMBS_NAME"	"皇家搶案"
"[english]TF_DEMOMAN_DESTROY_X_STICKYBOMBS_NAME"	"Robbed Royal"
"TF_DEMOMAN_DESTROY_X_STICKYBOMBS_DESC"	"使用 Scottish Resistance 拆掉敵方 100 顆黏性炸彈。"
"[english]TF_DEMOMAN_DESTROY_X_STICKYBOMBS_DESC"	"Destroy 100 enemy sticky bombs with the Scottish Resistance."
"TF_DEMOMAN_STICKJUMP_DISTANCE_NAME"	"高空彈跳"
"[english]TF_DEMOMAN_STICKJUMP_DISTANCE_NAME"	"Highland Fling"
"TF_DEMOMAN_STICKJUMP_DISTANCE_DESC"	"使用黏性炸彈跳躍，跳了非常遠的距離..."
"[english]TF_DEMOMAN_STICKJUMP_DISTANCE_DESC"	"Sticky jump a really long way..."
"TF_DEMOMAN_KILL3_WITH_DETONATION_NAME"	"炸你全家"
"[english]TF_DEMOMAN_KILL3_WITH_DETONATION_NAME"	"Pipebagger"
"TF_DEMOMAN_KILL3_WITH_DETONATION_DESC"	"單次引爆黏性炸彈殺死至少三名敵人。"
"[english]TF_DEMOMAN_KILL3_WITH_DETONATION_DESC"	"Kill at least three players with a single detonation of sticky bombs."
"TF_DEMOMAN_KILLXSAPPINGSPIES_NAME"	"間諜剋星"
"[english]TF_DEMOMAN_KILLXSAPPINGSPIES_NAME"	"Spynal Tap"
"TF_DEMOMAN_KILLXSAPPINGSPIES_DESC"	"在 Spy 破壞友方建築的 5 秒內，殺死 20 名 Spy。"
"[english]TF_DEMOMAN_KILLXSAPPINGSPIES_DESC"	"Kill 20 spies within 5 seconds of them sapping a friendly building."
"TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_NAME"	"黏環報"
"[english]TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_NAME"	"Sticky Thump"
"TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_DESC"	"使用 Scottish Resistance 分次炸死 3 名敵人，且未放置新的黏性炸彈。"
"[english]TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_DESC"	"Using the Scottish Resistance, kill 3 players in separate explosions without placing new sticky bombs."
"TF_DEMOMAN_ACHIEVE_PROGRESS1_NAME"	"Demoman 里程碑 1"
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS1_NAME"	"Demoman Milestone 1"
"TF_DEMOMAN_ACHIEVE_PROGRESS1_DESC"	"達成在 Demoman Pack 中的 5 項成就。"
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS1_DESC"	"Achieve 5 of the achievements in the Demoman pack."
"TF_DEMOMAN_ACHIEVE_PROGRESS2_NAME"	"Demoman 里程碑 2"
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS2_NAME"	"Demoman Milestone 2"
