"lang" 
{ 
"Language" "norwegian" 
"Tokens" 
{ 
// Teams
"TF_AutoAssign" 			"&1 AUTOMATISK TILORDNING"
"[english]TF_SCOUT_DODGE_DAMAGE_DESC"		"Dodge 1000 damage in a single life using your Bonk! Atomic Punch."
"TF_SCOUT_KNOCK_INTO_TRAIN_NAME"	"Fallklassiker"
"[english]TF_SCOUT_KNOCK_INTO_TRAIN_NAME"	"Fall Classic"
"TF_SCOUT_KNOCK_INTO_TRAIN_DESC"	"Forårsak død eller selvmord som følge av omgivelsene ved hjelp av slagkraften til Force-A-Nature."
"[english]TF_SCOUT_KNOCK_INTO_TRAIN_DESC"	"Cause an environmental death or suicide using the Force-A-Nature's knockback."
"TF_SCOUT_KILL_STUNNED_NAME"		"Angrepssone"
"[english]TF_SCOUT_KILL_STUNNED_NAME"		"Strike Zone"
"TF_SCOUT_KILL_STUNNED_DESC"		"Drep 50 fiender mens de er satt ut av spill."
"[english]TF_SCOUT_KILL_STUNNED_DESC"		"Kill 50 enemies while they are stunned."
"TF_SCOUT_STUN_INTO_TRAIN_NAME"		"Dårlig miljø"
"[english]TF_SCOUT_STUN_INTO_TRAIN_NAME"		"Foul Territory"
"TF_SCOUT_STUN_INTO_TRAIN_DESC"		"Forårsak død som følge av omgivelsene ved å sette en fiende ut av spill."
"[english]TF_SCOUT_STUN_INTO_TRAIN_DESC"		"Cause an environmental death by stunning an enemy."
"TF_SCOUT_STUN_UBER_ENEMIES_NAME"	"Storeslem"
"[english]TF_SCOUT_STUN_UBER_ENEMIES_NAME"	"The Big Hurt"
"TF_SCOUT_STUN_UBER_ENEMIES_DESC"	"Sett to Medicer som er klare til å bruke en superlading, ut av spill."
"[english]TF_SCOUT_STUN_UBER_ENEMIES_DESC"	"Stun 2 Medics that are ready to deploy an ÜberCharge."
"TF_SCOUT_STUN_CAPPING_ENEMIES_NAME"	"Hardt og raskt"
"[english]TF_SCOUT_STUN_CAPPING_ENEMIES_NAME"	"Brushback"
"TF_SCOUT_STUN_CAPPING_ENEMIES_DESC"	"Sett 50 fiender ut av spill mens de erobrer et punkt eller skyver vognen."
"[english]TF_SCOUT_STUN_CAPPING_ENEMIES_DESC"	"Stun 50 enemies while they are capturing a point or pushing the cart."
"TF_SCOUT_MAX_STUNS_NAME"		"Sikt mot stjernene"
"[english]TF_SCOUT_MAX_STUNS_NAME"		"Moon Shot"
"TF_SCOUT_MAX_STUNS_DESC"		"Sett en fiende ut av spill så lenge som mulig ved å treffe ham med en lang ball."
"[english]TF_SCOUT_MAX_STUNS_DESC"		"Stun an enemy for the maximum possible duration by hitting them with a long-range ball."
"TF_SCOUT_STUN_SCOUT_WITH_THEIR_BALL_NAME"	"Fulltreffer"
"[english]TF_SCOUT_STUN_SCOUT_WITH_THEIR_BALL_NAME"	"Beanball"
"TF_SCOUT_STUN_SCOUT_WITH_THEIR_BALL_DESC"	"Sett en Scout ut av spill med sin egen ball."
"[english]TF_SCOUT_STUN_SCOUT_WITH_THEIR_BALL_DESC"	"Stun a Scout with their own ball."
"TF_SCOUT_KILL_IN_DODGE_COOLDOWN_NAME"	"Sett Runneren på benken"
"[english]TF_SCOUT_KILL_IN_DODGE_COOLDOWN_NAME"	"Retire the Runner"
"TF_SCOUT_KILL_IN_DODGE_COOLDOWN_DESC"	"Drep en Scout mens han er fanget av forsinkelseseffekten etter en unnamanøver."
"[english]TF_SCOUT_KILL_IN_DODGE_COOLDOWN_DESC"	"Kill a Scout while they are snared by the post-dodge slowdown effect."
"TF_SCOUT_KILL_FROM_BEHIND_NAME"	"Sjusover"
"[english]TF_SCOUT_KILL_FROM_BEHIND_NAME"	"Caught Napping"
"TF_SCOUT_KILL_FROM_BEHIND_DESC"	"Drep 50 fiender bakfra med Force-A-Nature."
"[english]TF_SCOUT_KILL_FROM_BEHIND_DESC"	"Kill 50 enemies from behind with the Force-A-Nature."
"TF_SCOUT_CAPTURE_LAST_POINT_NAME"	"Bytte side"
"[english]TF_SCOUT_CAPTURE_LAST_POINT_NAME"	"Side Retired"
"TF_SCOUT_CAPTURE_LAST_POINT_DESC"	"Erobre det siste punktet på et CP-kart."
"[english]TF_SCOUT_CAPTURE_LAST_POINT_DESC"	"Capture the last point in a CP map."
"TF_SCOUT_CAPTURE_THREE_POINTS_NAME"	"Trippelspill"
"[english]TF_SCOUT_CAPTURE_THREE_POINTS_NAME"	"Triple Play"
"TF_SCOUT_CAPTURE_THREE_POINTS_DESC"	"Erobre tre erobringspunkt på rad i ett liv."
"[english]TF_SCOUT_CAPTURE_THREE_POINTS_DESC"	"Capture three capture points in a row in one life."
"TF_SCOUT_FAST_CAP_NAME"		"Hurtigangrep"
"[english]TF_SCOUT_FAST_CAP_NAME"		"Stealing Home"
"TF_SCOUT_FAST_CAP_DESC"		"Begynn å ta over et erobringspunkt i samme sekund som det blir tilgjengelig."
"[english]TF_SCOUT_FAST_CAP_DESC"		"Start capping a capture point within a second of it becoming available."
"TF_SCOUT_START_AND_FINISH_CAP_NAME"	"Dekk på bordet"
"[english]TF_SCOUT_START_AND_FINISH_CAP_NAME"	"Set the Table"
"TF_SCOUT_START_AND_FINISH_CAP_DESC"	"Start 10-poengserobringer som alle lykkes."
"[english]TF_SCOUT_START_AND_FINISH_CAP_DESC"	"Initiate 10 point captures that ultimately succeed."
"TF_SCOUT_BLOCK_CAPS_NAME"		"Tett forsvar"
"[english]TF_SCOUT_BLOCK_CAPS_NAME"		"Block the Plate"
"TF_SCOUT_BLOCK_CAPS_DESC"		"Blokker 50-poengserobringer."
"[english]TF_SCOUT_BLOCK_CAPS_DESC"		"Block 50 point captures."
"TF_SCOUT_CARRIER_KILL_CARRIER_NAME"	"Lek med de store gutta"
"[english]TF_SCOUT_CARRIER_KILL_CARRIER_NAME"	"Belittled Beleaguer"
"TF_SCOUT_CARRIER_KILL_CARRIER_DESC"	"Drep en motstander som har etterretningen din mens du holder etterretningen hans."
"[english]TF_SCOUT_CARRIER_KILL_CARRIER_DESC"	"Kill an opposing player that has your intelligence while holding theirs."
"TF_SCOUT_CAP_FLAG_WITHOUT_ATTACKING_NAME" "Tomme trusler"
"[english]TF_SCOUT_CAP_FLAG_WITHOUT_ATTACKING_NAME" "No-Hitter"
"TF_SCOUT_CAP_FLAG_WITHOUT_ATTACKING_DESC" "Stjel og erobre fiendens etterretning uten å løsne et eneste skudd."
"[english]TF_SCOUT_CAP_FLAG_WITHOUT_ATTACKING_DESC" "Steal and then capture the enemy intelligence without firing a shot."
"TF_SCOUT_LONG_DISTANCE_RUNNER_NAME"	"Ut på tur"
"[english]TF_SCOUT_LONG_DISTANCE_RUNNER_NAME"	"Race for the Pennant"
"TF_SCOUT_LONG_DISTANCE_RUNNER_DESC"	"Løp 25 kilometer."
"[english]TF_SCOUT_LONG_DISTANCE_RUNNER_DESC"	"Run 25 kilometers."
"TF_SCOUT_TAUNT_KILL_NAME"		"Ut av banen"
"[english]TF_SCOUT_TAUNT_KILL_NAME"		"Out of the Park"
"TF_SCOUT_TAUNT_KILL_DESC"		"Slå en fiende 25 meter."
"[english]TF_SCOUT_TAUNT_KILL_DESC"		"Bat an enemy 25 meters."

// Sniper Achievement Pack
"TF_SNIPER_JARATE_DOMINATED_NAME"	"Brukt og kastet"
"[english]TF_SNIPER_JARATE_DOMINATED_NAME"	"Rode Hard, Put Away Wet"
"TF_SNIPER_JARATE_DOMINATED_DESC"	"Kast krukker på en fiende du dominerer."
"[english]TF_SNIPER_JARATE_DOMINATED_DESC"	"Jarate an enemy that you're dominating."
"TF_SNIPER_FREEZECAM_HAT_NAME"		"Vær høflig"
"[english]TF_SNIPER_FREEZECAM_HAT_NAME"		"Be Polite"
"TF_SNIPER_FREEZECAM_HAT_DESC"		"Gi fienden et fryst bilde av deg mens du tar av deg hatten."
"[english]TF_SNIPER_FREEZECAM_HAT_DESC"		"Provide an enemy with a freezecam shot of you doffing your hat."
"TF_SNIPER_RIFLE_NO_MISSING_NAME"	"Vær effektiv"
"[english]TF_SNIPER_RIFLE_NO_MISSING_NAME"	"Be Efficient"
"TF_SNIPER_RIFLE_NO_MISSING_DESC"	"Drep tre fiender med snikskytterriflen uten å bomme."
"[english]TF_SNIPER_RIFLE_NO_MISSING_DESC"	"Get 3 kills with the Sniper Rifle without missing a shot."
"TF_SNIPER_CAPTURE_FLAG_NAME"		"Ha en plan"
"[english]TF_SNIPER_CAPTURE_FLAG_NAME"		"Have a Plan"
"TF_SNIPER_CAPTURE_FLAG_DESC"		"Fang flagget i CTF."
"[english]TF_SNIPER_CAPTURE_FLAG_DESC"		"Capture the flag in CTF."
"TF_SNIPER_KILL_GRIND_NAME"		"Drep alle du møter"
"[english]TF_SNIPER_KILL_GRIND_NAME"		"Kill Everyone You Meet"
"TF_SNIPER_KILL_GRIND_DESC"		"Drep 1000 fiender."
"[english]TF_SNIPER_KILL_GRIND_DESC"		"Kill 1000 enemies."
"TF_SNIPER_KILL_WEAPONS_NAME"		"Trippeloffer"
"[english]TF_SNIPER_KILL_WEAPONS_NAME"		"Triple Prey"
"TF_SNIPER_KILL_WEAPONS_DESC"		"Drep med tre ulike våpen i én enkelt runde."
"[english]TF_SNIPER_KILL_WEAPONS_DESC"		"In a single round, get a kill with 3 different weapons."
"TF_SNIPER_HEADSHOT_SNIPERS_NAME"	"Nedtelling"
"[english]TF_SNIPER_HEADSHOT_SNIPERS_NAME"	"Self-destruct Sequence"
"TF_SNIPER_HEADSHOT_SNIPERS_DESC"	"Skyt ti fiendtlige Snipere i hodet."
"[english]TF_SNIPER_HEADSHOT_SNIPERS_DESC"	"Headshot 10 enemy Snipers."
"TF_SNIPER_DESTROY_SENTRYGUNS_NAME"	"Ekstrasensorisk"
"[english]TF_SNIPER_DESTROY_SENTRYGUNS_NAME"	"De-sentry-lized"
"TF_SNIPER_DESTROY_SENTRYGUNS_DESC"	"Ødelegg tre sensorvåpen laget av en Engineer."
"[english]TF_SNIPER_DESTROY_SENTRYGUNS_DESC"	"Destroy 3 Engineer sentry guns."
"TF_SNIPER_KILL_INVIS_SPY_NAME"		"Blinkskudd"
"[english]TF_SNIPER_KILL_INVIS_SPY_NAME"		"Shoot the Breeze"
"TF_SNIPER_KILL_INVIS_SPY_DESC"		"Drep en fullstendig usynlig Spy med ett skudd."
"[english]TF_SNIPER_KILL_INVIS_SPY_DESC"		"Kill a fully invisible Spy in a single hit."
"TF_SNIPER_KILL_MIDAIR_SCOUT_NAME"	"Dødsfall"
"[english]TF_SNIPER_KILL_MIDAIR_SCOUT_NAME"	"Dropped Dead"
"TF_SNIPER_KILL_MIDAIR_SCOUT_DESC"	"Drep en Scout midt i luften med snikskytterriflen eller Huntsman-buen."
"[english]TF_SNIPER_KILL_MIDAIR_SCOUT_DESC"	"Kill a Scout in midair with your Sniper Rifle or the Huntsman."
"TF_SNIPER_FREEZECAM_WAVE_NAME"		"Vink farvel"
"[english]TF_SNIPER_FREEZECAM_WAVE_NAME"		"The Last Wave"
"TF_SNIPER_FREEZECAM_WAVE_DESC"		"Gi en fiende et fryst bilde av deg mens du vinker til ham."
"[english]TF_SNIPER_FREEZECAM_WAVE_DESC"		"Provide an enemy with a freezecam shot of you waving to them."
"TF_SNIPER_DOMINATE_SNIPER_NAME"	"Australske regler"
"[english]TF_SNIPER_DOMINATE_SNIPER_NAME"	"Australian Rules"
"TF_SNIPER_DOMINATE_SNIPER_DESC"	"Dominer en fiendtlig Spy."
"[english]TF_SNIPER_DOMINATE_SNIPER_DESC"	"Dominate an enemy Sniper."
"TF_SNIPER_KILL_SPIES_MELEE_NAME"	"Kok snoken"
"[english]TF_SNIPER_KILL_SPIES_MELEE_NAME"	"Kook the Spook"
"TF_SNIPER_KILL_SPIES_MELEE_DESC"	"Drep ti Spyer med kukri."
"[english]TF_SNIPER_KILL_SPIES_MELEE_DESC"	"Kill 10 Spies with your Kukri."
"TF_SNIPER_HEADSHOT_DEMOMAN_NAME"	"Demonstrasjon"
"[english]TF_SNIPER_HEADSHOT_DEMOMAN_NAME"	"Socket to Him"
"TF_SNIPER_HEADSHOT_DEMOMAN_DESC"	"Skyt en fiendtlig Demoman i hodet."
"[english]TF_SNIPER_HEADSHOT_DEMOMAN_DESC"	"Headshot an enemy Demoman."
"TF_SNIPER_KILL_RJER_NAME"		"Hoppestopp"
"[english]TF_SNIPER_KILL_RJER_NAME"		"Jumper Stumper"
"TF_SNIPER_KILL_RJER_DESC"		"Drep en fiende som foretar rakett- eller granathopp midt i luften, med snikskytterriflen eller Huntsman-buen."
"[english]TF_SNIPER_KILL_RJER_DESC"		"Kill a rocket or grenade-jumping enemy in midair with your Sniper Rifle or the Huntsman."
"TF_SNIPER_KILL_OBJECTIVES_NAME"	"Jeg er ikke skytegal, pappa"
"[english]TF_SNIPER_KILL_OBJECTIVES_NAME"	"Not a Crazed Gunman, Dad"
"TF_SNIPER_KILL_OBJECTIVES_DESC"	"Drep tre fiender mens de oppnår et mål, i løpet av ett liv."
"[english]TF_SNIPER_KILL_OBJECTIVES_DESC"	"In a single life, kill 3 enemies while they are achieving an objective."
"TF_SNIPER_KILL_UNSCOPED_NAME"		"Stol på instinktene"
"[english]TF_SNIPER_KILL_UNSCOPED_NAME"		"Trust Your Feelings"
"TF_SNIPER_KILL_UNSCOPED_DESC"		"Drep fem fiender med snikskytterriflen uten å bruke siktet."
"[english]TF_SNIPER_KILL_UNSCOPED_DESC"		"Get 5 kills with the Sniper Rifle without your scope."
"TF_SNIPER_KILL_CHARGED_MEDIC_NAME"	"Superamputering"
"[english]TF_SNIPER_KILL_CHARGED_MEDIC_NAME"	"Überectomy"
"TF_SNIPER_KILL_CHARGED_MEDIC_DESC"	"Drep en Medic som er klar til å bruke en superlading."
"[english]TF_SNIPER_KILL_CHARGED_MEDIC_DESC"	"Kill a Medic that is ready to deploy an ÜberCharge."
"TF_SNIPER_GET_BACKSTABBED_NAME"	"Trøstepremie"
"[english]TF_SNIPER_GET_BACKSTABBED_NAME"	"Consolation Prize"
"TF_SNIPER_GET_BACKSTABBED_DESC"	"Bli ryggdolket 50 ganger."
"[english]TF_SNIPER_GET_BACKSTABBED_DESC"	"Get backstabbed 50 times."
"TF_SNIPER_KILL_AT_ROUNDSTART_NAME"	"Fienden i sikte"
"[english]TF_SNIPER_KILL_AT_ROUNDSTART_NAME"	"Enemy at the Gate"
"TF_SNIPER_KILL_AT_ROUNDSTART_DESC"	"Drep en fiende i løpet av de første sekundene i en runde."
"[english]TF_SNIPER_KILL_AT_ROUNDSTART_DESC"	"Kill an opponent within the first second of a round."
"TF_SNIPER_HEADSHOT_POST_INVULN_NAME"	"Siste skudd"
"[english]TF_SNIPER_HEADSHOT_POST_INVULN_NAME"	"Parting Shot"
"TF_SNIPER_HEADSHOT_POST_INVULN_DESC"	"Skyt en fiende i hodet i det øyeblikket han ikke lenger er usynlig."
"[english]TF_SNIPER_HEADSHOT_POST_INVULN_DESC"	"Headshot an enemy player the moment his invulnerability wears off."
"TF_SNIPER_TOP_SCOREBOARD_GRIND_NAME"	"Stig i gradene"
"[english]TF_SNIPER_TOP_SCOREBOARD_GRIND_NAME"	"My Brilliant Career"
"TF_SNIPER_TOP_SCOREBOARD_GRIND_DESC"	"Vær på toppen av poengoversikten ti ganger på lag med seks eller færre spillere."
"[english]TF_SNIPER_TOP_SCOREBOARD_GRIND_DESC"	"Top the scoreboard 10 times on teams of 6 or more players."
"TF_SNIPER_KILL_FAILED_SPY_NAME"	"Sjokkterapi"
"[english]TF_SNIPER_KILL_FAILED_SPY_NAME"	"Shock Treatment"
"TF_SNIPER_KILL_FAILED_SPY_DESC"	"Drep en Spy som ble hindret i å ryggdolke deg på grunn av Razorback-skjoldet ditt."
"[english]TF_SNIPER_KILL_FAILED_SPY_DESC"	"Kill a spy whose backstab attempt was blocked by your Razorback."
"TF_SNIPER_JARATE_GROUP_NAME"		"Krukkeregn"
"[english]TF_SNIPER_JARATE_GROUP_NAME"		"Saturation Bombing"
"TF_SNIPER_JARATE_GROUP_DESC"		"Treff fire fiender med krukker i ett kast."
"[english]TF_SNIPER_JARATE_GROUP_DESC"		"Jarate 4 enemy players with a single throw."
"TF_SNIPER_JARATE_MEDIC_PAIR_NAME"	"Sur nedbør"
"[english]TF_SNIPER_JARATE_MEDIC_PAIR_NAME"	"Rain on Their Parade"
"TF_SNIPER_JARATE_MEDIC_PAIR_DESC"	"Kast krukker på en fiende og Medicen som helbreder ham."
"[english]TF_SNIPER_JARATE_MEDIC_PAIR_DESC"	"Jarate an enemy and the Medic healing him."
"TF_SNIPER_JARATE_REVEAL_SPY_NAME"	"Krukkete overgang"
"[english]TF_SNIPER_JARATE_REVEAL_SPY_NAME"	"Jarring Transition"
"TF_SNIPER_JARATE_REVEAL_SPY_DESC"	"Kast krukker for å avsløre en usynlig Spy."
"[english]TF_SNIPER_JARATE_REVEAL_SPY_DESC"	"Use Jarate to reveal a cloaked Spy."
"TF_SNIPER_JARATE_EXTINGUISH_NAME"	"Vennskap gull verdt"
"[english]TF_SNIPER_JARATE_EXTINGUISH_NAME"	"Friendship is Golden"
"TF_SNIPER_JARATE_EXTINGUISH_DESC"	"Slukk flammene på en brennende lagkamerat med en krukke."
"[english]TF_SNIPER_JARATE_EXTINGUISH_DESC"	"Extinguish a burning teammate with your Jarate."
"TF_SNIPER_BOW_PIN_HEAVY_NAME"		"William Tell-overdose"
"[english]TF_SNIPER_BOW_PIN_HEAVY_NAME"		"William Tell Overkill"
"TF_SNIPER_BOW_PIN_HEAVY_DESC"		"Spidd en fiendtlig Heavy fast til veggen gjennom hodet."
"[english]TF_SNIPER_BOW_PIN_HEAVY_DESC"		"Pin an enemy Heavy to the wall via his head."
"TF_SNIPER_BOW_KILL_MEDIC_PAIR_NAME"	"Piller og bue"
"[english]TF_SNIPER_BOW_KILL_MEDIC_PAIR_NAME"	"Beaux and Arrows"
"TF_SNIPER_BOW_KILL_MEDIC_PAIR_DESC"	"Drep et Heavy- og Medic-par med en bue."
"[english]TF_SNIPER_BOW_KILL_MEDIC_PAIR_DESC"	"Kill a Heavy & Medic pair with the bow."
"TF_SNIPER_BOW_KILL_FLAGCARRIER_NAME"	"Robbe Hood"
"[english]TF_SNIPER_BOW_KILL_FLAGCARRIER_NAME"	"Robbin’ Hood"
"TF_SNIPER_BOW_KILL_FLAGCARRIER_DESC"	"Skyt ned en fiende som bærer på etterretning, med én pil."
"[english]TF_SNIPER_BOW_KILL_FLAGCARRIER_DESC"	"Take down an intelligence carrier with a single arrow."
"TF_SNIPER_BOW_PINCUSHION_NAME"		"Nålepute"
"[english]TF_SNIPER_BOW_PINCUSHION_NAME"		"Pincushion"
"TF_SNIPER_BOW_PINCUSHION_DESC"		"Treff en fiende med tre piler uten å drepe dem."
"[english]TF_SNIPER_BOW_PINCUSHION_DESC"		"Hit an enemy with 3 arrows, without killing them."
"TF_SNIPER_JARATE_ASSISTS_NAME"		"Medvirkende årsak"
"[english]TF_SNIPER_JARATE_ASSISTS_NAME"		"Number One Assistant"
"TF_SNIPER_JARATE_ASSISTS_DESC"		"Få fem medvirkninger med krukker i løpet av én runde."
"[english]TF_SNIPER_JARATE_ASSISTS_DESC"		"Score 5 assists with the Jarate in a single round."
"TF_SNIPER_JARATE_KILL_MELEE_NAME"	"Krukkukri"
"[english]TF_SNIPER_JARATE_KILL_MELEE_NAME"	"Jarate Chop"
"TF_SNIPER_JARATE_KILL_MELEE_DESC"	"Kast en krukke på og drep deretter tre fiender med en kukri."
"[english]TF_SNIPER_JARATE_KILL_MELEE_DESC"	"Jarate and then kill 3 enemies with your Kukri."
"TF_SNIPER_TAUNT_KILL_NAME"		"Gå av skaftet"
"[english]TF_SNIPER_TAUNT_KILL_NAME"		"Shafted"
"TF_SNIPER_TAUNT_KILL_DESC"		"Stikk ned en fiende med en pil."
"[english]TF_SNIPER_TAUNT_KILL_DESC"		"Stab an enemy with an arrow."
"TF_SNIPER_BOW_KILL_WHILEDEAD_NAME"	"Dødelig nøyaktighet"
"[english]TF_SNIPER_BOW_KILL_WHILEDEAD_NAME"	"Dead Reckoning"
"TF_SNIPER_BOW_KILL_WHILEDEAD_DESC"	"Drep en fiende med en pil mens du er død."
"[english]TF_SNIPER_BOW_KILL_WHILEDEAD_DESC"	"Kill an enemy with an arrow while you're dead."
"TF_SNIPER_ACHIEVE_PROGRESS1_NAME"		"Sniper-milepæl 1"
"[english]TF_SNIPER_ACHIEVE_PROGRESS1_NAME"		"Sniper Milestone 1"
"TF_SNIPER_ACHIEVE_PROGRESS1_DESC"		"Oppnå 5 av prestasjonene i Sniper-pakken."
"[english]TF_SNIPER_ACHIEVE_PROGRESS1_DESC"		"Achieve 5 of the achievements in the Sniper pack."
"TF_SNIPER_ACHIEVE_PROGRESS2_NAME"		"Sniper-milepæl 2"
"[english]TF_SNIPER_ACHIEVE_PROGRESS2_NAME"		"Sniper Milestone 2"
"TF_SNIPER_ACHIEVE_PROGRESS2_DESC"		"Oppnå 11 av prestasjonene i Sniper-pakken."
"[english]TF_SNIPER_ACHIEVE_PROGRESS2_DESC"		"Achieve 11 of the achievements in the Sniper pack."
"TF_SNIPER_ACHIEVE_PROGRESS3_NAME"		"Sniper-milepæl 3"
"[english]TF_SNIPER_ACHIEVE_PROGRESS3_NAME"		"Sniper Milestone 3"
"TF_SNIPER_ACHIEVE_PROGRESS3_DESC"		"Oppnå 17 av prestasjonene i Sniper-pakken."
"[english]TF_SNIPER_ACHIEVE_PROGRESS3_DESC"		"Achieve 17 of the achievements in the Sniper pack."

// Spy Achievement Pack
"TF_SPY_BACKSTAB_SNIPERS_NAME"			"Tre kniver i hjertet"
"[english]TF_SPY_BACKSTAB_SNIPERS_NAME"			"Triplecrossed"
"TF_SPY_BACKSTAB_SNIPERS_DESC"			"Dolk tre Snipere i ryggen i løpet av ett liv."
"[english]TF_SPY_BACKSTAB_SNIPERS_DESC"			"Backstab 3 Snipers in a single life."
"TF_SPY_FREEZECAM_FLICK_NAME"			"Kun for dine øyne"
"[english]TF_SPY_FREEZECAM_FLICK_NAME"			"For Your Eyes Only"
"TF_SPY_FREEZECAM_FLICK_DESC"			"Gi en fiende et fryst bilde av deg mens du knipser en sigarett på liket hans."
"[english]TF_SPY_FREEZECAM_FLICK_DESC"			"Provide an enemy with a freezecam shot of you flicking a cigarette onto their corpse."
"TF_SPY_BACKSTAB_DISGUISED_SPY_NAME"		"Dobbelagent"
"[english]TF_SPY_BACKSTAB_DISGUISED_SPY_NAME"		"Counter Espionage"
"TF_SPY_BACKSTAB_DISGUISED_SPY_DESC"		"Dolk en forkledd Spy i ryggen."
"[english]TF_SPY_BACKSTAB_DISGUISED_SPY_DESC"		"Backstab a disguised Spy."
"TF_SPY_BACKSTAB_DISGUISE_TARGET_NAME"		"Identitestyveri"
"[english]TF_SPY_BACKSTAB_DISGUISE_TARGET_NAME"		"Identity Theft"
"TF_SPY_BACKSTAB_DISGUISE_TARGET_DESC"		"Dolk fienden som du er forkledd som, i ryggen."
"[english]TF_SPY_BACKSTAB_DISGUISE_TARGET_DESC"		"Backstab the enemy that you're currently disguised as."
"TF_SPY_TAUNT_KILL_NAME"			"Siste stikk"
"[english]TF_SPY_TAUNT_KILL_NAME"			"The Man from P.U.N.C.T.U.R.E."
"TF_SPY_TAUNT_KILL_DESC"			"Dolk en fiende mens du fekter."
"[english]TF_SPY_TAUNT_KILL_DESC"			"Stab an enemy while fencing."
"TF_SPY_BACKSTAB_MEDIC_HEALING_YOU_NAME"	"Forresten, jeg er en Spy"
"[english]TF_SPY_BACKSTAB_MEDIC_HEALING_YOU_NAME"	"FYI I am a Spy"
"TF_SPY_BACKSTAB_MEDIC_HEALING_YOU_DESC"	"Dolk en Medic som har helbredet deg i løpet av de siste fem sekundene, i ryggen."
"[english]TF_SPY_BACKSTAB_MEDIC_HEALING_YOU_DESC"	"Backstab a Medic who has healed you in the last 5 seconds."
"TF_SPY_BACKSTAB_ENGY_SAP_BUILDING_NAME"	"Mannen med den ødelagte pistol"
"[english]TF_SPY_BACKSTAB_ENGY_SAP_BUILDING_NAME"	"The Man with the Broken Guns"
"TF_SPY_BACKSTAB_ENGY_SAP_BUILDING_DESC"	"Dolk en Engineer i ryggen, og plasser deretter en Sapper på tre av bygningene hans innen ti sekunder."
"[english]TF_SPY_BACKSTAB_ENGY_SAP_BUILDING_DESC"	"Backstab an Engineer, then sap 3 of his buildings within 10 seconds."
"TF_SPY_SAP_BUILDING_BACKSTAB_ENGY_NAME"	"Snipp sapp snute"
"[english]TF_SPY_SAP_BUILDING_BACKSTAB_ENGY_NAME"	"Sapsucker"
"TF_SPY_SAP_BUILDING_BACKSTAB_ENGY_DESC"	"Plasser en Sapper på en av fiendens bygninger, og dolk deretter Engineeren som bygde den, i løpet av fem sekunder."
"[english]TF_SPY_SAP_BUILDING_BACKSTAB_ENGY_DESC"	"Sap an enemy building, then backstab the Engineer who built it within 5 seconds."
"TF_SPY_BACKSTAB_MEDIC_PAIR_NAME"		"To fluer i ett stikk"
"[english]TF_SPY_BACKSTAB_MEDIC_PAIR_NAME"		"May I Cut In?"
"TF_SPY_BACKSTAB_MEDIC_PAIR_DESC"		"Dolk både en fiende og Medicen som helbreder ham, med ti sekunders mellomrom."
"[english]TF_SPY_BACKSTAB_MEDIC_PAIR_DESC"		"Backstab an enemy and the Medic healing him within 10 seconds of each other."
"TF_SPY_BACKSTAB_FRIENDS_NAME"			"Nære venner"
"[english]TF_SPY_BACKSTAB_FRIENDS_NAME"			"Agent Provocateur"
"TF_SPY_BACKSTAB_FRIENDS_DESC"			"Dolk vennene dine i Steam Community ti ganger."
"[english]TF_SPY_BACKSTAB_FRIENDS_DESC"			"Backstab your Steam Community friends 10 times."
"TF_SPY_DOMINATE_SNIPER_NAME"			"The Melbourne Supremacy"
"[english]TF_SPY_DOMINATE_SNIPER_NAME"			"The Melbourne Supremacy"
"TF_SPY_DOMINATE_SNIPER_DESC"			"Dominer en Sniper."
"[english]TF_SPY_DOMINATE_SNIPER_DESC"			"Dominate a Sniper."
"TF_SPY_BUMP_CLOAKED_SPY_NAME"			"Spioner som oss"
"[english]TF_SPY_BUMP_CLOAKED_SPY_NAME"			"Spies Like Us"
"TF_SPY_BUMP_CLOAKED_SPY_DESC"			"Dult borti en fiendtlig Spy som er usynlig, mens du selv er usynlig."
"[english]TF_SPY_BUMP_CLOAKED_SPY_DESC"			"While cloaked, bump into an enemy cloaked Spy."
"TF_SPY_KILL_SPY_WITH_KNIFE_NAME"		"Et godt snitt"
"[english]TF_SPY_KILL_SPY_WITH_KNIFE_NAME"		"A Cut Above"
"TF_SPY_KILL_SPY_WITH_KNIFE_DESC"		"Drep en Spy som er bevæpnet med skytevåpen, med kniv."
"[english]TF_SPY_KILL_SPY_WITH_KNIFE_DESC"		"Kill a gun-wielding Spy with your knife."
"TF_SPY_SURVIVE_BURNING_NAME"			"Brannfare"
"[english]TF_SPY_SURVIVE_BURNING_NAME"			"Burn Notice"
"TF_SPY_SURVIVE_BURNING_DESC"			"Overlev i 30 sekunder etter at noen har satt fyr på deg mens du er usynlig."
"[english]TF_SPY_SURVIVE_BURNING_DESC"			"Survive 30 seconds after being ignited while cloaked."
"TF_SPY_BREAK_SHIELD_KILL_SNIPER_NAME"		"Dødelige variasjoner"
"[english]TF_SPY_BREAK_SHIELD_KILL_SNIPER_NAME"		"Die Another Way"
"TF_SPY_BREAK_SHIELD_KILL_SNIPER_DESC"		"Drep en Sniper etter at du har ødelagt Razorback-skjoldet hans."
"[english]TF_SPY_BREAK_SHIELD_KILL_SNIPER_DESC"		"Kill a Sniper after your backstab breaks his Razorback."
"TF_SPY_KILL_WORKING_ENGY_NAME"			"Uferdig arbeid"
